product_id,parent_product_id,title,description,features
B09F6RNWXL,B09GJZ5S4J,"Better Made Potato Sticks 5oz Canister - Shoestring Potato Sticks - Gluten Free - Crunchy, Crispy Snack from Fresh Potatoes - Resealable Lid (Sweet BBQ, Single Can)",,"REAL POTATOES – The Better Made Potato Sticks are made from fresh potatoes and are cooked until they are perfectly crispy. The crunch is topped off with just the right amount of salt to make this your go-to satisfying snack.; PARTY SNACKS – The combination of the classic potato chip flavor in a small, bite-size stick form makes this the ultimate quick party snack. Better Made Potato Sticks are easy to prepare – all you have to do is put it in a bowl and enjoy!; RESEALABLE CONTAINER – Better Made Potato Sticks come in a conveniently resealable canister so you can snack as you please. Just press the lid back on tightly to maintain freshness. Potato sticks are an excellent addition to your lunch snacks stash!; GLUTEN-FREE SNACKS – Enjoy these delicious potato sticks without any of the guilt! Better Made Potato Sticks are cholesterol, trans-fat and gluten-free snacks. Kosher certified.; BETTER MADE SINCE 1930 - Better Made has been a family owned and operated company in Detroit, Michigan since 1930. Better made is not just our name, its our way of doing business! We use only the best ingredients and methods to produce our high quality items!; WE'RE NOT TRYING TO BE THE BIGGEST. WE'RE TRYING TO BE THE BEST!"
B0CQ6CF3Q3,B0CXYK8VSN,Good Trouble Premium Deer Antlers for Medium Dogs – 1 Whole Antler Pets - North American Sourced for Dental Health & Anxiety Relief - Odor-Free & Non-Toxic Chew Bone for Dogs,"Discover the ultimate solution for aggressive chewers with Good Trouble Pets deer antler dog chews, crafted to meet the needs of even the toughest biters. These long-lasting dog chews are all-natural and sourced from naturally shed wild deer antlers, providing an eco-friendly and cruelty-free alternative to traditional dog toys. Ethically handcrafted in the USA, each piece is odorless and mess-free, ensuring a rewarding experience for both pets and owners. Packed with essential minerals, these antlers for dogs not only strengthen gums and scrape away plaque but also support overall bone health, promoting a happier and healthier pet. Designed for dogs of all sizes and chewing habits, Good Trouble Pets offers a variety of options—from gentle elk chews for soft chewers to durable deer antlers for aggressive use. These deer antler dog chews serve as natural anxiety relief for dogs, helping to reduce stress and providing a calming effect while satisfying their instinctive need to chew. By incorporating these superior antler dog chews into your pet’s routine, you’re not just giving them a treat but investing in their dental health and well-being. Whether searching for natural dog chew bones that are long-lasting or looking to address your pet's anxiety with a healthy outlet, these deer antler dog chews provide an excellent choice. Offering an unparalleled combination of durability and nutritional benefits, Good Trouble Pets ensures that your furry friend enjoys both playtime and relaxation with each naturally shed antler.","Ultimate Durability for Aggressive Chewers: Our deer antler dog chews are the best solution for aggressive chewers, offering a long-lasting option that stands up to the toughest bites. Handcrafted in the USA, these antlers are naturally durable to fulfill your dog's instinct to chew, saving your furniture and shoes from destruction.; Promotes Strong Dental Health: These antler chews help maintain your dog's dental hygiene by effectively scraping away plaque and tartar while strengthening gums. Unlike many dog chew bones, these antlers are entirely mess-free and odorless, ensuring a clean, pleasant experience for both pets and owners.; Rich in Essential Nutrients: Provide your furry friend with natural dog chews that are packed with vital minerals such as calcium and phosphorus. These nutrients play a crucial role in supporting bone health and ensuring proper nutrition, making them a beneficial part of your dog's diet.; Alleviates Anxiety and Stress: Our all-natural deer antlers offer an excellent solution for anxiety relief for dogs. The act of chewing can calm and soothe your pet, reducing stress levels and promoting overall well-being without the need for artificial ingredients or additives.; Eco-Friendly and Ethically Sourced: Our deer antlers for dogs are sourced from naturally shed antlers, ensuring a sustainable and cruelty-free product. Available in various sizes for all chewing habits, they provide a safe and eco-conscious chew treat tailored to your pet's individual needs."
B008FWOAEC,B078NSKVJM,"Loving Pets Pure Buffalo 6-Inch Backstrap Tendon Dog Treat, 20-Pack","Loving Pets' primary concern is your pet's health. That's why our Pure Buffalo 100-percent Natural Dog Treats contain no additives or preservatives. In fact, they are made from the finest quality free-range, grass-fed buffalo available. No worries about disease, hormones or antibiotics. Pure Buffalo 100-percent natural dog treats are available in many varieties and sizes including bones, bully sticks, braided sticks, meat strips, knuckles and lung steaks.","100-Percent natural dog treats; Buffalo is a healthier, leaner alternative to beef; Satisfies your dog's natural desire to chew; Hours of enjoyment for your pet; Helps to eliminate destructive chewing; Helps maintain proper dental health; Removes tartar and massages gums"
B06WLH9KJK,B0CHRVQRXP,"Nutrish Rachael Ray Burger Bites Dog Treats, Beef Recipe with Bison, 12 oz. Pouch","Product Description

Bring the backyard BBQ to your dog’s treat time with Rachael Ray Nutrish Burger Bites Dog Treats, Beef Recipe With Bison. Made with real U.S. farm-raised beef as the #1 ingredient, these soft, chewy treats deliver the mouthwatering flavor of a juicy burger your dog will love. The added bison gives each bite a bold, protein-packed twist that keeps tails wagging. These grain-free dog treats contain no artificial flavors, meat by-products, or added grain ingredients, so you can feel confident giving your pup a high-quality snack. Their soft texture makes them easy to chew and break apart, making them perfect for dogs of all sizes. Every batch is safely cooked in the USA using the world’s finest ingredients, ensuring both quality and taste in every pouch. Whether you're training, rewarding good behavior, or just sharing a moment, these burger-inspired bites are sure to become a favorite.

Manufacturer Contact Information

Post Consumer Brands, 20802 Kensington Blvd, Lakeville, MN 55044","BURGER BITES DOG TREATS: Contains one (1) 12 oz. pouch of Burger Bites dog treats—soft, savory beef and bison recipe your dog will crave, perfect for training or rewarding anytime; BEEF #1 INGREDIENT: Made with U.S. farm-raised beef as the #1 ingredient, these soft dog treats are packed with real meaty flavor and protein dogs love in every bite; GRAIN FREE DOG TREATS: Grain-free dog treats with no artificial flavors or meat by-products, so you can feel good about every treat you give your furry best friend; SOFT AND CHEWY: Safely cooked in the USA with the world’s finest ingredients, these soft and chewy treats are ideal for dogs of all sizes, from small pups to large breeds; BURGER-INSPIRED DOG TREATS: Burger-inspired dog treats with mouthwatering beef and bison flavor, made to break apart easily for training rewards on the go"
B08F31CMRY,B08QZMF9GW,Pet Jerky Factory Turkey & Pumpkin 12 oz. Dog Jerky Treats | 100% Human Grade | USA Made | High Protein | Grain Free | Limited Ingredients | No Filler | BHA-BHT Free | Soft-Tender,Pet Jerky Factory Turkey & Pumpkin 12 oz. Dog Jerky Treats 100% Human Grade USA Made High Protein Grain Free Limited Ingredients No Filler BHA-BHT Free Soft-Tender,"100% HUMAN-GRADE: Human-grade products meet strict standards for the quality of ingredients, and how and where our treats are made. PJF products are cooked, packaged, and stored in our USDA facility that adheres to FDA guidelines for human foods.; SIMPLE RECIPE: Our Turkey & Pumpkin Jerky is simply made to simply be better. Turkey is the #1 ingredient and Pumpkin is rich in antioxidants which supports a healthy immune system. Each piece is slow cooked in our ovens to bring out flavors that even the pickiest dogs will love. You’ll smell the difference the second you open the bag.; HIGH QUALITY INGREDIENTS: We slowly cook our natural Turkey & Pumpkin Jerky in small batches using real ingredients. Our treats are high protein, low fat, grain free and gluten free.; NO GRAINS, CORN, WHEAT OR SOY: Our all-natural turkey & pumpkin treats are made from simple, healthy recipes. BHA/BHT free, NO added corn, soy, wheat, fillers, artificial flavors, preservatives, or colors.; USA BAKED – USA RAISED TURKEY: Pet Jerky Factory treats are proudly made in the United States using regionally sourced ingredients, in our USDA approved, Solor Powered kitchens.; PUP APPROVED - PARENT TRUSTED: Our high value treats were developed for all life stages and have a Soft and Tender Texture that are easy to break into bite size pieces making them ideal for training, reward, topper and gentle hand snack.; SATISFACTION PROMISE: As pet parents ourselves we take pride in making pet parents happy and their pets even happier! We are here if you have any concerns with your order."
B0018CK0G8,B0CZPMRJHG,Stella & Chewy's Freeze-Dried Raw Dinner Patties - Dandy Lamb Recipe - High Protein Grain-Free Puppy & Dog Food - Perfect For Picky Eaters - 5.5 oz,"Transform mealtime for your picky eater with Stella & Chewy's Freeze-Dried Raw Dinner Patties—the ultimate solution for dogs who turn their nose up at other foods. These premium patties combine 95% grass-fed lamb, organs, and bone with organic fruits and vegetables, creating an irresistible taste that mimics your dog's ancestral diet.
Perfect for puppies and adult dogs alike, our versatile patties can be served as complete meals, crumbled as nutritious food toppers, or broken into high-value training treats. For sensitive stomachs, our grain-free, probiotic-enhanced formula improves digestion while omega fatty acids promote healthier skin and coat.
Made in the USA in small batches with responsibly-sourced ingredients, these patties contain no artificial preservatives, colors, or fillers—just pure, raw nutrition your dog will love. Join thousands of pet parents who've discovered the difference Stella & Chewy's makes for even the most finicky eaters.","EXCEPTIONAL FOR PICKY EATERS -- Consistently entices even the most finicky dogs to eat when other foods fail -- our freeze-dried raw patties deliver irresistible taste that transforms mealtime for selective dogs.; VERSATILE SERVING OPTIONS -- Perfect as complete meals, crumbled food toppers, or high-value training treats -- ideal for puppies and adult dogs with options to serve dry or rehydrated with water.; 95% GRASS-FED LAMB & ORGANS -- Premium freeze-dried raw nutrition with whole-prey approach delivers muscle-building protein, enhanced digestibility, and natural nutrients that support coat, skin, and overall health.; BALANCED NUTRITION FOR ALL LIFE STAGES -- Complete and balanced diet for growing puppies and adult dogs with probiotics for digestive health and omega fatty acids from pumpkin and fenugreek seeds for skin and coat -- free from grains, gluten, fillers, and artificial preservatives.; MADE IN USA WITH PREMIUM INGREDIENTS -- Small-batch production with 100% organic fruits and vegetables, responsibly-sourced ingredients, and no artificial preservatives, colors, or flavors -- trusted by thousands of pet parents."
B08RSBFTBM,B08RSBFTBM,100% Natural Sweet Potato Snacks from South Korea [ 4 PACK ] Healthy Vegan GMO Free Gluten Free Snack for Diets with No Preservatives No Sugar Added l Soft + Chewy 해남 고구마 말랭이 by [Sweet Goguma],,"FREEZE DRIED KOREAN SWEET POTATO TOPPING - 100% real sweet potato (no sugar added)! All natural ingredients. This is PERFECT snack to soothe your hunger with a low calorie and low carb. Don't starve!; PURE AND NATURAL SWEET - Each strip of sweet potato is only enriched by natural sugars and starches. No artificial additives or flavors used. It can be sweet and good for your body.; FUN WAYS TO ENJOY - Try toasting in the oven to enhance the sweetness and crispy texture. Chop it and top it on your salad, icre cream and more!; ON-THE-GO SNACK - Compact bag means you can carry it anywhere. Enjoy the sweet potato snack on the go for quick afternoon snack or on a brisk walk through the park.; FAMILY SNACK - Every family member likes our sweet potato snack in common! Mom wants to feed kids healthy snack; Kids want to eat sweet snacks; Grandfather likes the soft texture snack."
B0DJ9KVNL2,B0FL2NJ1ZP,1TO3GO Pet Medicine Feeder Cat Pill Shooter Pet Piller Gun Dispenser Tool Pill Popper for Cats and Dogs (Blue),,"2 IN 1 – Set pill popper for cats includes 2 tools for pets to give pills and liquid medicine. In addition, the syringe with nipple can help rescue sick or newborn pets in unexpected situations.; SPECIAL FEATURES – The large push head of dog pill shooter fits comfortably in your hand so you can hold it firmly, save effort, and use one hand to press the button of pill gun.; SPEACIAL GIFT – Used pet pill shooter for both dogs and cats, especially pets that are difficult to give medication or have no effect on pill pockets or pill wrap treats methods. Reduce stress for you and your pet when giving medication.; USAGE TIPS – Pets that have difficulty give medication, wrap the pet in a towel while using the pill dispenser. Stroke the cat's neck to induce a swallowing response after giving the medicine in the pet's mouth.; WARRANTY – If anything ever happens, we'll replace the pet medicine feeder for cats for free. Simply contact us and we are always happy to address any of your concerns!"
B098NZM3C3,B0B3CP8K4N,2 Pieces Pet Pill Plunger Popper for Small Cats Dogs Pill Gun Dispenser Shooter Pet Piller Soft Tip Tablet Syringe Pusher Animal Medicine Feeder for Feeding Accessories (Blue),,"What You Will Get: 2 pieces of portable pet pill feeding syringes, including 2 x syringes, 2 x water supply silicone heads and 2 x pill feeding silicone heads, enough for your daily use and replacement for feeding pets.Note:The soft head must be completely inserted at the top until it cannot be inserted.; Safe and Reusable: the pet feeding syringe adopts soft silicone hose, which is strong and safe for your pets to use, reusable after cleaning; Convenient to carry: the pet syringe measures approximately 5.9 x 2.36 inches in size and weighs 1.06 ounces; The plunger diameter is 0.5 cm, please do not use oversized tablets; Not suitable for pets that are too big or too small, please decide whether to purchase based on the length of the product!; Practical and Useful: this pill dispenser syringe provides fast and convenient, safe and effective use, which can be a nice auxiliary feeding tool for pets, suitable for tablets, capsules and can also be applied as a tool to feed baby animals that have not yet begun to eat on their own; Different Silicone Tubes: there are comes with 2 different styles of feeding tubes, one of which can hold the small pills, and the other one is suitable for feeding liquid; Note:. Do not insert the soft head into the back of the pet's throat to prevent it from getting stuck in the throat. The correct way to use it is to place the tablet in contact with the front of the pet's throat, use a push rod to push the tablet out, and then immediately pull it out. 0.5 seconds"
B0DSC5NPQ2,B0DSC4CMM2,"2025 New Portable Pill Taker Household Gadgets, Pill Popper for Blister Packs, Travel Pill Extractor Opener Popper Assistance Tool (1 Pcs)","2025 New Portable Pill Taker Household Gadgets, Pill Popper for Blister Packs, Travel Pill Extractor Opener Popper Assistance Tool

Specifications:
Material: PP
Size: 7.5 x 3 cm
Weight: 30g

Package includes:
1/2/3× Portable Pill Taker","【2025 New Portable Pill Extractor】Bid farewell to the challenges of handling pill packaging! Our innovative Portable Pill Extractor effortlessly removes pills up to 0.8 inches in diameter with a single press, significantly reducing time and effort.; 【Portable Design】This pill popper is designed for convenience and portability, allowing users to easily remove pills from their packaging without unnecessary exertion, ensuring simplicity and efficiency.; 【Built-in Storage Compartment】A standout feature of this device is its integrated storage compartment. Once medication is extracted, it can be securely stored within the organizer, preventing accidental spills or misplacement.; 【User-friendly Operation】The process is straightforward: align the extractor over the pill and gently press to remove it effortlessly.; 【Versatile Application】Thoughtfully designed for individuals of all ages, particularly the elderly, those with arthritis, and anyone with limited hand strength, this pill extractor provides essential assistance when needed."
